032C7D86DF9ED3AC	紅隧轉車站 (HH506)
032E4C7E0B1B7298	禾寮坑路 (FT510)
0333C7A4008A8DE3	聖羅撒書院 (ST306)
0334AD7DCE4019D4	八鄉少訊中心 (YL335)
03354DBC3AD86BAC	頌安邨 (MA315)
033CB7A21D6DC60C	祈德尊新邨 (TW326)
03411E63565CD911	加惠民道
0389A57B9FCD3AB5	紅磡(紅鸞道) 嘉里酒店 (HH901)
038F62C619BF8650	油麻地眾坊街 (YT137)
0393E099E78BEB94	葵康苑 (KW508)
03A082D6B4C517D9	北潭涌 (SK185)
03A546A0953794FA	香港駕駛學院 (ST611)
03A5552B84E8214B	和宜合道運動場 (TW314)
03B2C07AC4117C59	三聖總站 (TM989)
03C2FCE0BF616CB6	羅湖道 (ND462)
03C3F537C41E4986	寶達邨轉車站 (KT190)
03D5CB9EBB6602B2	荃灣站 (TW420)
03DF3BB7102FE4A4	深井村 (TW191)
03E44C30CECCFCEC	景峰花園 (TM295)
03E55F77FB01CF5E	下禾坑 (ND538)
03F3BF97A3BCA7CC	新屋村 (YL621)
03F7818C0E176C55	九龍灣常悅道 (KT478)
03FC9E0BC770B677	天恩邨總站 (TN951)
040478A068F3E0EB	福安花園 (MA156)
040A65221E2C3BF5	小瀝源 (ST536)
040BF3E98E34C65C	青龍頭村 (TW334)
0410A9959C9010AC	電廠街
0412B5C2C05B00AD	屯門赤鱲角隧道轉車站 (TM512)
041A140AD24C1ADB	高鐵(西九龍站)巴士總站 (YT956)
041DFA7A1729D20C	紅磡曲街 (HH742)
042BAE34F58C8D01	錦英苑 (MA335)
042C0E83759B8B21	蓮花地 (YL686)
0441EF89B8EEEFFF	山翠苑
044276F0C057E98B	石排站 (TM583)
044D07048F45F915	荔景站 (KW288)
04543155BFC77A1B	沙田醫院 (MA102)
045FB4EAE4FE52D6	南昌站 (V WALK)
04601C2FB7201CAA	力寶中心
046E0C931956561B	鑽石山站(龍蟠街) (WT181)
048A87496B30B946	柯布連道
048D6486FD28B9F4	顯徑巴士總站 (TA934)
0492DA388B6FDA92	沙埔村 (YL423)
04A05525A6AB819D	粉嶺站轉車站-祥華邨 (ND183)
04A1C2CF16402056	龍珠島 (TM218)
04A3BB80D09B6106	荃景圍天橋 (TW374)
04B6438688E12AC0	祥和苑 (KT533)
04BED071257A601F	觀塘(裕民坊)總站 (KT924)
04C4E5AE4F8F21E1	顯徑商場 (TA549)
04D3244DD2B38746	長康邨康富樓 (TY342)
04DDF4F7F1C74876	秀富樓 (KT520)
04EA3349BDD260C8	沙田市中心巴士總站 (ST923)
04FC6E130D4953F4	長沙灣遊樂場 (SS227)
0511A6AC2CBC9A21	寧波第二中學 (KT170)
0513406BAC1F8881	香港兒童醫院 (KA151)
051C24F9614CEDC2	勝利道 (KC330)
0523E42BFCC14E7D	如心廣場巴士總站 (TW960)
052D737A85CAFFB4	獅子石道 (KC252)
05391B53044E30A8	楊屋道街市 (TW581)
0543B8455A70833F	天主教伍華中學 (WT321)
05485C36CA334A81	廣福道轉車站 (TP276)
0572B9F0B640DB10	南邊圍 (SK460)
057B2DCE8BE58FFA	愛達樓 (AN644)
059CD624283728A3	樂富總站 (WT906)
05AB3A2B3816CD41	俊民苑 (KC512)
05C0C27B083F2C00	電廠街
05C7088CE581D8F0	天慈總站 (TN902)
05D5B529DB497B99	沙田市中心總站 (ST930)
05D8591BD5405ED4	旺角長沙街 (MK162)
05E2DF7FFDEA4F9A	污水處理廠
05EE261A65F9B7ED	沙田市中心總站 (ST916)
05FE00A97E0CF001	北大嶼山醫院 (TC180)
060241561E537FB5	衛理道 (YT333)
060699911C9E300F	九龍灣站(東九文化中心) (KT320)
060A70079F196C7C	荃灣大河道 (TW570)
061BF67CD917035D	藍田站 (LT912)
062B0243536F0816	瑪嘉烈醫院 (KW440)
062F5F255FB38C8E	磚窰
062FFE8F1560E8A4	廣福邨 (TP575)
063AFC6BA7D7CE0B	石籬(大隴街)總站 (KW975)
0644E10571B8CA12	觀塘轉車站 - 創紀之城 (KT344)
064B06C60E5EE126	美裕街
064C195509AC01EE	琴行街
064E5D9FE6973F23	營盤街 (SS169)
0653C07D043A0E97	荃灣站巴士總站 (TW910)
06566A7FE3C6466A	長沙灣長荔街 (SS245)
0666986BDDA0F66A	米埔隴 (YL544)
066AA1A504714A20	和宜合道運動場 (TW316)
0678C85600B1A019	屯門站(V City)
067F57DA0477D026	寶田轉車站 - 寶田總站 (TM922)
06813EFD221EF920	愛秩序灣道
06834C0C275F4DDC	九龍灣總站 (KT906)
06990DFEA90A3147	葵盛中巴士總站 (KW950)
06C9926B2E2B304F	紅隧轉車站 (HH503)
06CC6423AA236B72	將軍澳(唐俊街)
06D3396F1F07B07D	聯發街
06E1120EA9A7BF69	德福花園 (KT660)
0713774B2DB5E4D3	機場地面運輸中心 (CL903)
07142A6203E50A47	日出康城領都 (TK532)
0718DE53C1C84496	啟業總站 (KT903)
071AEC9DBAFB7032	景盛苑 (ND137)
072046BF00257739	和樂邨 (KT259)
073C44CE5FF431BC	和樂邨 (KT535)
073E1DD8599E7315	天主教海星堂
073EAEA8EDD7265C	新都會廣場 (KW544)
073FDD804B77DE09	天富苑能富閣 (TN281)
07521BB848913F74	九龍灣宏通街 (KT101)
075A5F14CD9020D7	水泉澳總站 (ST972)
076E1AA3258C5D0A	水流田 (YL665)
076E1E9D5874C41D	佐敦炮台街 (YT673)
07814531B88CD829	荃灣中心 (TW214)
0789B95DAC2A34CE	史釗域道
07A21E4B84A401AC	荔景北巴士總站 (KW996)
07AB149DAD888683	雲滙 (PA207)
07ADFF84F3502690	秦石邨 (TA130)
07B714029E91FD81	兆麟苑 (TM614)
07DDACD9B6D3CF79	八鄉路 (YL855)
07E603DFCBEAEA77	山道
07EEE519D04FFE28	粉嶺站轉車站 - 粉嶺站 (ND495)
07F21DF049D501B1	深水埗欽州街 (SS211)
07F45B3B36DFDDAE	青富苑 (TY106)
08086E6327451A48	調景嶺站 (TK977)
080EF1BEA737A5D3	天瑞邨 (TN508)
082B6C57881C35D6	太古廣場
083799458D086B59	光板田村二段 (TW780)
083D8BB713878707	吳家村 (YL697)
0840B3F75A7B00BD	尖東站 K11 MUSEA (YT217)
08446B39CF34C8FD	遮打花園
085E45F8000A7EFE	鹽灶下 (ND535)
0879D399E5B5FE0C	青嶼幹線轉車站 (TW705)
087B8E4687A0872B	元朗(德業街)總站 (YL981)
088B858E4B54D8AC	油麻地文明里 (YT140)
08A237AE35DF8A35	興東邨
08A46530B241544D	風釆中學 (ND422)
08A97AD10693B841	清麗商場 (KW442)
08BEE6A022FBBE53	白石角變電站 (PA131)
08E7E3FD65881EE2	暢達路(一號客運大樓)(北)
09141DBE74259A87	麗城花園第三期 (TW165)
091B6BBD766C0181	葵芳站巴士總站 (KW909)
0920C5393C3560ED	富蝶總站 (TP925)
092A3C151699DEC0	筲箕灣廣場
093289C2E4F6F408	彩蒲苑彩碧閣 (ND105a)
0932BC34DBEAA8CD	油柑頭 (TW174)
094457650286AA67	石硤尾消防局 (SS110)
094D2EBC017EE61A	國瑞路公園 (KW396)
094EACC936039B3F	佛教志蓮小學 (TK115)
09601DB251157030	吳家村 (YL745)
0962265A8720C38C	富亨邨亨榮樓 (TP402)
09680C5849BFA077	彩雲總站 (WT986)
0968AEB32CDE49EE	葵盛圍葵康苑 (KW382)
098140DB8F56A7F9	中港城 戲曲中心 (YT646)
09836E367F4BA3E2	港珠澳大橋香港口岸 (W6)
098439701CF42A44	科研路 (PA123)
09889186EAB604F2	深水埗北河街 (SS204)
098AF67CBBB9FBA9	怡閣苑 (SS219)
099263A4B4AAEDFB	牛頭角總站 (KT957)
099E9950742D6414	深水埗(欽州街) (SS971)
09A156B1A802D093	荔枝角站 (SS467)
09AC1B6D147CA643	顯徑巴士總站 (TA932)
09B4297CB90AF3EC	城門隧道轉車站 (B3) (TW303)
09B6F28D05DA00F4	宏緻苑 (KT120a)
09C223E13435C61D	港珠澳大橋香港口岸 (W1)
09C3C495C7DF0E37	耀華樓
09CFF9F9E78A6B17	樂雅苑 (KT547)
09DF70F8DE2426BE	蕙荃體育館 (TW530)
09DFD305F09C558E	大埔中心總站 (TP903)
0A03521DFD20FEA9	康寧道公園 (KT244)
0A1D83D50B49933D	百勝角 (TK535)
0A1DAEAFFDFF0B66	可風中學 (TW310)
0A22872F65392B48	鑽石山站巴士總站 (WT959)
0A3466DCC6F4196C	香港體育館
0A4AB87891ABB16A	德朗邨停車場 (KA511)
0A5D47D2E5823024	麥理浩夫人度假村 (SK191)
0A72152D4873A5C7	聖德肋撒堂 (KC741)
0A77311427E8CB2B	荃灣站 (TW319)
0A87C29A2B460C96	啟業邨 (KT683)
0A8E2BA2F75E472E	大埔超級城 (TP390)
0A92C86D7158856F	彩興苑 (KT141)
0A9E349E178D498C	太古坊
0AA7219BB2418438	新港城 (MA114)
0AB2356DB4B15F19	黃大仙廟 (WT140)
0AB51B6742BD37E4	西港城
0AB522DFFCD4CD4F	九龍城轉車站-富豪東方酒店
0ABE48106C953AC9	沙田第一城 (ST508)
0ACB63B00DEE1B37	觀塘轉車站 - 創紀之城 (KT638)
0AE211A2BDB45C37	高嶺道(上) (LT541)
0AE307AC4840B867	天水圍市中心 (TN940)
0B071FC4D33FC334	模範邨
0B150FB5E5762484	康翠臺
0B160DE955F3AE10	蒲慈里 (WT352)
0B17DA299C307855	養和醫院
0B2C69CD189C9BE9	水盞田
0B41334D66E94275	鑽石山站巴士總站 (WT963)
0B4807A5C0DAF24A	昌榮路 (KW330)
0B5173319F41B63C	政府總部
0B5E21C03B8B3FEF	安圃村 (ND592)
0B65879637B5161E	中電總部，啟德體育園 (KA513)
0B6F13BDDA1B8F91	獲嘉道 (HH612)
0B72FFAB7F7230E4	小欖澄麗路 (TM326)
0B77310D4512A3F9	虎地 (TM150)
0B786699889F0AEB	較寮下 (TP141)
0B8392BEB388E9E7	維多利亞公園 (ED311)
0B84025BFA5C2F9F	海逸豪園 (HH932)
0B8C52E4C34E3B64	觀塘轉車站-觀塘市中心 (KT348)
0B8D095A45B05587	落山道 (KC262)
0B9496D247DBFFEE	香港體育館
0BA94B06D53CEB12	觀塘(裕民坊)總站 (KT921)
0BACBE7BF15833EC	安麗苑 (AN604)
0BAD689F3AEEC4C6	黃竹園 (YL181)
0BADB28A19C2E0BE	貿易廣場 (SS228)
0BB054192087F527	流水響 (ND269)
0BB21609A0E86B96	富豪東方酒店 (KC415)
0BB3ECAB031F27CD	大埔墟站巴士總站 (TP943)
0BC0F64B076ED373	天耀邨耀民樓 (TN583)
0BC4AC63EF8204FA	廈村市 (YL106)
0BCB4FE6B0F5AB3D	西貢總站 (SK900)
0BE28656FCEAAE17	福華街休憩公園 (SS300)
0BE9DE9BA299E126	龍窩村　　　 (SK508)
0BFA73880D34A273	大坑東邨東輝樓 (SS140)
0BFC5F7FC4A2D431	洪水橋站 (YL350)
0C063E408709A8D3	景泰街 (WT299)
0C06F98AD1401CF1	新屋村 (YL105)
0C080F70E16F02B7	香港濕地公園 (TN401)
0C26CF86A5A5F25A	上窰 (SK186)
0C327E058835F570	高鐵(西九龍站)巴士總站 (YT954)
0C3E27377BF1331D	葵芳站巴士總站 (KW905)
0C44BAE327DB4A8A	汝州西街 (SS514)
0C44F4B0A1D12636	錦泰苑 (MA131)
0C4F5FC61E73367C	浪翠園巴士總站 (TW995)
0C677A6B6266DB52	建生邨 (TM477)
0C6879C89662708A	洪天路洪福邨 (YL581)
0C81107C4ABFCD56	利安巴士總站 (MA973)
0C8D3ED04A656619	又一村花園 (SS155)
0C943B7308FF4DCC	形點 II (YL390)
0C9D04F079377C44	蝴蝶灣體育館 (TM445)
0CA3C6C38D2F3F75	康寧道公園 (KT542)
0CAB5EE71EF19B76	頌安巴士總站 (MA941)
0CB1F7979192FBB2	烏溪沙站 (MA981)
0CC0B21EFF42EE19	柯士甸道西 (YT262)
0CC3913BEF225E76	福亨村 (TM280)
0CC9C5E5DBB3FF89	美孚轉車站 (SS322)
0CDE4C9C2E382656	跑馬地(下)總站
0CE37125BC509E5D	長沙灣徑 (SS232)
0CF0429A4BEE8F4C	檳榔灣 (SK494)
0CF05B00D82FECB2	屯門公路轉車站 (A11) (TM743)
0CF7F9E4042E1BCB	發祥街 (SS528)
0CF8C59B80E70369	朗屏邨珠屏樓 (YL150)
0CFB814CB6C356C1	長青邨青槐樓 (TY323)
0D005977F208D030	德業街 (YL165)
0D0D7E774E1C1575	馬鞍山公園 (MA170)
0D34F002BAE8E646	耀貴樓
0D39977C225DD2D5	硃鳳樓 (WT509)
0D4E07F475845DB3	錦龍苑 (MA332)
0D56ED01EED431BC	石門轉車站-新界鄉議局大樓
0D5759F7A4B185FE	港珠澳大橋旅檢大樓 (落客站)
0D625148EFD58C10	坪石邨 (WT305)
0D7A1D0AECA1D999	大欖隧道轉車站 (B3) (YL234)
0D7B059BFF6CA5E2	深水埗桂林街 (SS635)
0D8135B0D81F29A1	油塘巴士總站 (LT961)
0D98A0E934584FD0	香港家庭計劃指導會 (YL220)
0D9932C476D51576	觀塘碼頭 (KT935)
0D9F5E10DA9CCE02	王肇枝中學 (TP275)
0DAD41F9AC0A9284	南安里 (ED530)
0DB55CC5E4533F4E	尖沙咀東（麼地道） (YT926)
0DC81A7980B2F1F7	萬屋邊 (ND540)
0DCC18C3A018C1DA	山翠苑
0DD75DC664712A9B	南安里
0DE359EA64DEF296	雲翠大廈 (WC245)
0DF241BC8EF60A2F	富東廣場 (TC418)
0E129862160C8DAD	八鄉路總站 (大欖隧道轉車站)
0E2175C0750054FE	雅典居 (MA162)
0E2B8E1D544C6889	元朗警署 (YL256)
0E39F8C81264C50C	光板田村一段 (TW781)
0E418F17EB45AC02	富山邨總站 (WT972)
0E41E02CD9055626	景盛苑 (ND138)
0E5FDDFE21A01A0D	屯門市中心總站 (TM971)
0E616BB1DFB33C5B	樂軒臺 (ED516)
0E61C7B5C90B8CAF	城門隧道轉車站 (B4) (TW302)
0E63473C95554A20	天慈邨 (TN605)
0E65D3EC41A1D34B	葵俊苑 (KW454)
0E718C4DB85C8005	長沙灣徑 (SS237)
0E7645CCF6AA3558	葵涌醫院 (KW285)
0E7D925FC7469830	八鄉古廟 (YL721)
0E8140AF4317BDAE	將藍隧道轉車站 (LT551)
0E987A8094AF742E	青嶼幹線轉車站 (TW704)
0E9E4997C2B89CA9	大涌口 (SK148)
0E9F8B5A3734D9CE	油麻地寧波街 (YT126)
0EA22901DB3BE0AB	松仔園瞭望台 (TP583)
0EAFBD8737911A6A	黃大仙轉車站-黃大仙廟 (WT713)
0EB12ABC31301AA5	美湖居 (TN536)
0ECA7118ADB9577B	會議道 (WC180)
0ED8503933F861D8	士美菲路
0EE7033EEE2C4C8C	屯門赤鱲角隧道轉車站 (TM664)
0EF525CD78152127	協同中學 (SS566)
0F0D2B88FB6F7150	天水圍石埗路 (YL615)
0F283CD99F7295F3	坑口站 (TK940)
0F35C99BABE4D40E	兆康站(南) (TM911)
0F38AE1F1CAFF245	南角道 (KC552)
0F3CD50DC7D4F385	皇后街
0F3FA9B7D07A91F3	塘坑 (ND450)
0F421E6B729C2D24	常安街
0F46D557819BD600	翠湖居 (TN560)
0F4828AE6FB7F2BD	航天城巴士總站 (CL959)
0F4D809AED62F6E9	深水埗欽州街 (SS486)
0F4DB224F8A8FF9C	福全街 (MK145)
0F4F935A9F14F111	山東街,朗豪坊 (MK168)
0F5CEC693FD6EB66	西隧轉車站 (YT310)
0F5E58C7890F7A70	三家村碼頭 (LT405)
0F60AAE48C3B22EE	長青巴士總站 (TY320)
0F63227B1059FB0A	波地路
0F64A2CFCB297E64	又一居 (SS552)
0F76C05C69B00953	沙田馬場巴士總站 (FT904)
0F9D050D4229C0F7	高俊苑 (LT381)
0F9DE5E3F13FBABA	星堤 (TM406)
0FA88F978E9AEE82	放馬莆林村許願樹
0FB4AEA370913FD2	屯門醫院(鳳地站) (TM248)
0FC0EE0AEA556A4C	東沙島街 (SS536)
0FC2713372030A4C	長青邨青槐樓 (TY326)
0FD15BC4172B0293	永基路 (TW250)
0FD6C16477F1F0E8	博愛醫院 (YL415)
0FDE3A87457539BC	旺角警署 (MK505)
0FF34A5F0D731ACE	奧運站巴士總站 (MK922)
100141C63A642F1A	鳳溪第一中學 (ND456)
1001A444985DA59D	觀塘碼頭 (KT939)
100C82F4AC0F0E05	荃富街公園 (TW595)
100E6F60BAC1BDEB	坪石邨 (WT307)
100FBBA946264714	柯士甸道 (YT116)
101877D46F079B68	荃灣站 (TW464)
101D11C1C433CEC5	粉嶺公路轉車站 (TP101)
101E821CA2F6D853	大窩口轉車站 -大窩口站 (KW395)
101F5C624494D3F8	兆麟政府大樓 (TM236)
1026E085ACAE345F	芝麻嶺
102CF3166EF7ABFF	旺角登打士街 (MK524)
1030A4E612B75901	旺角鴉蘭街 (MK651)
1032583A59C3521F	佐敦廟街 (YT247)
103661C9BABD79FD	新田運輸交匯處 (YL437)
10369E9320526B16	橫台山 (YL331)
1040AA766D0DB84C	高塘下洋 (SK400)
104F23B3D3BF195E	坪輋花園 (ND303)
10590D40479607E8	重華路 東港城 (TK234)
105E0AF98899CAEE	天恆邨總站 (TN970)
1064E673770C38BC	豪景花園 (TW332)
10754E414E9B86F4	油麻地碧街 (YT536)
1078119989C67B82	景林邨 (TK435)
10860B611840CF22	荃景圍天橋 (TW377)
1090DE5141A16845	顯徑巴士總站 (TA930)
1094B993AA8409D0	承豐道 (KA560)
10A25AF26C9972AC	新蒲崗四美街 (WT540)
10A4866322CBC823	柯布連道
10A6BEC26CE598E8	利業樓 (KT181)
10B8C166D8E60F65	鑽石山站巴士總站 (WT962)
10B9166A227FD69A	警察體育遊樂會 (MK232)
10C3778233E05E2E	西貢總站 (SK901)
10D38620E5CAEBB3	大埔墟街市 (TP286)
10D3BDFDB1B2A43E	紅磡(紅鸞道) 嘉里酒店 (HH902)
10D4A794330B054C	藍田站 (LT907)
10D72CAA8930BA36	安達臣總站 (AN913)
10DABE0380229B4D	屯門市中心總站 (TM966)
10E07C1870465E91	泥涌 (SK970)
10FEC152B1CD2194	米埔村 (YL431a)
1107CC28F2631CCB	啟田商場 (LT532)
110E1A65A0670D0F	帝都酒店 (ST761)
111216E506D8E575	李鄭屋邨禮讓樓 (SS695)
1128EA51B0983903	火炭(山尾街)總站 (FT953)
11387D20F8DCA372	羅屋村 (YL724)
114381B039350CBB	觀塘站 (KT992)
1159654D863462B1	赤鱲角南路 (CL380)
116624D40FDE852C	小欖澄麗路 (TM207)
1179478DCE94A5C6	瀝源邨 (ST738)
117F6DFC29E97F0A	青衣邨商場 (TY370)
118212ABD14E1580	錦龍苑 (MA330)
118450CCC68E42C6	豐力樓 (SS731)
11865531C7042E29	富景花園
119ADA59BD2708D2	正暉樓 (WT382)
11A1269F9B78F269	尖沙咀轉車站 - 中間道 (YT562)
11A1533C3B63F3E4	錦泰苑 (MA130)
11B2034DDF30617A	紅隧轉車站 (HH601)
11B658F68A9F577C	廣福邨　 (TP265)
11B894BF379B1BFC	鳳南路 (ND235)
11CE1FD8440A89D3	皇后像廣場 (CW775)
11D6E70354E28F88	洲頭 (YL575)
11DB53AE44D5FB17	塘肚 (ND532)
11E5EB00D58B8B4C	沙田站巴士總站 (ST942)
11EC0BEF4F8781A9	和樂邨 (KT260)
11ED493F674F4888	弼街,始創中心 (MK179)
11FCA01F6AF8D08A	悅湖山莊總站 (TM640)
120F182BCFED3296	狗場
121D3CCF6A82532F	石硤尾公園 (SS116)
121EAC1C0D7D77BE	福佬村道 (KC737)
1221E26C45F978B1	洲頭村 (YL532)
1223A35DAB7AE8B0	將軍澳工業邨巴士總站 (TK991)
122AB077C55A383F	梨木樹巴士總站 (TW902)
122BF72E5DBAEFC0	翠景臺 (TW172)
12332D6FD6163ED9	寶林總站 (TK933)
123A364D76B2CE5D	豐景園 (TM620)
123AAC5B4BD9CD9B	青山灣碼頭 (TM229)
124B8C8972C7E0EC	禮頓中心
1276AEF95F6564A2	大圍街市 (TA333)
1288A744C68C0447	北海中心 (WC666)
129219C30B38D844	銅鑼灣村 (TA318)
12A827339D5B8454	狗場
12AF5B1935BB9735	觀塘(翠屏道)總站 (KT950)
12B08A64756B780B	侯王道 (KC253)
12B9E30ED892A35A	香港單車館 (TK479)
12C9A74EEAE58238	紅磡(紅鸞道) 嘉里酒店 (HH907)
12CF2025741EF844	麒麟圍 (TM485)
12DC09C113E1C873	聯和墟總站 (ND966)
12DE49878E7A4ED1	火炭站 (FT537)
12E4BAFA2B73435B	廣福邨 (TP576)
12E6D91298FABAEE	荃景圍天橋 (TW156)
130015EE1C05A484	掃管笏路 (TM403)
1309F1F58E619DDD	旺角奶路臣街 (MK172)
1310CE826AAD8F50	舊薄扶林狗房
131148372E2D2D19	竹坑 (YL603)
1319087BC40F4003	愉田苑 (ST305)
131A8DDFC3837AD7	八鄉路總站 (大欖隧道轉車站)
13211112A23954EC	沙田坑 (YL712)
132584D5CB2235BC	楊屋道街市 (TW274)
13362EE5DC44432F	芝麻嶺 (YL723)
133C7D2962C7F1BC	蕉徑
13458794A52910B0	青盛苑 (TY115)
1345D70225C59BD3	吉慶圍 (YL732)
13568DBEFE3503A6	粉嶺消防局 (ND554)
136480342AAF0BD2	基榮小學 維景酒店 (MK302)
136E2FF5A3A98495	牛頭角站 (KT337)
13757F4073A660F5	石硤尾邨美益樓 (SS126)
137E4ABB3A5D28F0	銅鑼灣避風塘
1380D71251D0CBF9	海聯廣場 (ND561)
13811ABFB6AF170A	沙田市中心 (ST749)
13824F71E7DB6109	寶石大廈 (TW560)
138A71694F5A3451	新蒲崗四美街 (WT334)
13A191322410A410	紅磡站總站 (HH971)
13A8D09F9E444BF3	興田 (LT501)
13B39CD775874ED9	清麗苑 (KW441)
13B87ED5725EE00D	大赤沙消防局 (TK320)
13BC4506ABF349C7	威爾斯親王醫院 (ST859)
13C46D68CA99BF05	錦上路站 (YL861)
13C75FFFA2BB060D	興發街
13C8F0634E96FD3B	翠竹商場 (WT161)
13CA5EE4FA7BFA4A	港鐵荃灣站
13CCB44B49C02857	華富道
13E0A0449C73F4DE	皇后街 (CW785)
13E458C819D90940	廣福道轉車站 (TP564)
13E97271E64C885B	塘坑 (ND451)
13F0ABE0E45457F0	高埔 (ND546)
140E4137EAC319B5	光輝圍 (KW113)
14157BA5C06B0B6B	元點 (YL243)
141A31AE3569958B	九龍維景酒店 (KC333)
142122D77C7F92B3	港珠澳大橋香港口岸 (E5)
1423FCFF61709EAC	昌榮路 (KW331)
142BE7225B0BB745	瀝源邨 (ST177)
14380311740FE44A	天耀邨耀民樓 (TN581)
143D7489C808BD46	青衣街市 (TY360)
143ED3A601C1A080	東熹苑
144E9479168069DD	觀塘游泳池 (KT361)
145515B1D2C60CAF	海富苑 柏景灣 (MK120)
145AA374D8CB7123	沙田第一城 (ST144)
147195048B687121	元朗公園 (YL262)
1472CA699A47EE46	康逸苑 (LT160)
147A9F32CAF4E111	永慶圍
147D513A708AA741	灰沙圍 (YL353)
147E43B06313402E	彩福 (KT401)
147EF2F26EFE2BEF	慧景軒 (TN255)
14894C859FDFE8C3	觀塘海濱花園 (KT226)
148B578A549941DD	海景花園 (TM309)
149838B41A465D6E	富山邨總站 (WT971)
149ADEC589550041	乙明邨 (ST520)
14BDB94A8F3ED3EC	花都廣場 (ND391)
14C3BF43DC0878D1	大圍站總站 (G2) (TA941)
14CF7824C407AB74	香港家庭計劃指導會 (KC200)
14CF94DF66FCD0C8	觀塘轉車站-觀塘市中心 (KT346)
14DDE929D10FE4B7	新填地街 (MK322)
14F0F417E65FCC1F	希慎廣場
14F176D358D65A8B	旺角奶路臣街 (MK514)
14F1A56811DDB204	禮頓中心 (WC681)
14F32FE7E25220F7	蓮花地
14F7E124D3972753	馬鞍山警署 (MA182)
14FDBB259636B76C	壆圍 (YL426)
151F6BD0D37CA555	西隧轉車站 - 雅翔道 (YT302)
153D32217234A0F0	紅隧轉車站 (HH602)
155312688CBEC518	駿宏街 (TK500)
155A8CC00899AB1E	富華街 (TW141)
155F1F0445747AE7	文錦渡貨車輪候區 (ND466)
1565610FC38F5BEA	胡忠大廈
156FFE36D7D42EFE	大圍轉車站 - 大圍站 (TA124)
